time.stamp,u   ,v   ,w   ,t   ,q   ,c
 1613.80, -1.60, -3.23, -0.23, 30.44,1287.6095,  22.8744
 1613.90, -1.24, -3.24, -0.16, 30.42,1292.0530,  22.8670
 1614.00, -1.53, -3.35, -0.53, 29.89,1290.8567,  22.8707
 1614.10, -1.97, -3.23, -0.11, 30.02,1301.6235,  22.8194
 1614.20, -2.21, -3.94, -0.43, 29.31,1335.8043,  22.6998
 1614.30, -2.89, -3.86,  0.06, 29.59,1354.6892,  22.6412
 1614.40, -3.11, -3.21, -0.30, 29.38,1312.3905,  22.7950
 1614.50, -1.92, -3.16, -0.73, 29.84,1338.4534,  22.7010
 1614.60, -1.66, -3.11, -0.53, 29.66,1294.2748,  22.8951
 1614.70, -2.42, -3.38,  0.28, 29.86,1299.5728,  22.8719
 1614.80, -1.67, -2.85,  1.02, 29.77,1314.5269,  22.7926
 1614.90, -2.77, -3.76,  0.88, 28.60,1308.1179,  22.8243
 1615.00, -2.89, -4.25,  0.10, 30.25,1318.7994,  22.7913
 1615.10, -2.50, -4.46,  0.52, 29.15,1332.2153,  22.7462
 1615.20, -2.22, -4.13,  0.21, 28.54,1276.6716,  22.9879
 1615.30, -2.53, -4.18, -0.59, 28.83,1333.8389,  22.7669
 1615.40, -2.31, -3.80, -0.36, 28.60,1405.8748,  22.4886
 1615.50, -2.47, -3.54, -0.26, 28.63,1299.4873,  22.9146
 1615.60, -2.22, -3.40, -0.59, 28.56,1248.5580,  23.0977
 1615.70, -1.99, -3.32, -0.68, 28.24,1231.5531,  23.1441
 1615.80, -1.93, -3.16, -0.51, 28.38,1229.5876,  23.1380
 1615.90, -1.98, -3.21, -0.61, 28.25,1229.1604,  23.1527
 1616.00, -1.91, -3.15, -0.59, 28.20,1228.6477,  23.1722
 1616.10, -1.80, -3.24, -0.65, 28.08,1228.3059,  23.1734
 1616.20, -1.69, -3.26, -0.60, 28.79,1228.9041,  23.1783
 1616.30, -1.85, -3.12, -0.04, 28.14,1228.9041,  23.1954
 1616.40, -2.00, -3.18, -0.16, 28.08,1228.1350,  23.2027
 1616.50, -2.01, -3.14,  0.17, 28.24,1228.3059,  23.1856
 1616.60, -2.18, -3.19, -0.13, 28.24,1228.1350,  23.2003
 1616.70, -1.80, -3.28, -0.07, 28.42,1228.0496,  23.2015
 1616.80, -1.82, -3.32,  0.10, 28.64,1228.8186,  23.1771
 1616.90, -1.45, -3.25, -0.25, 28.64,1230.4423,  23.1649
 1617.00, -1.68, -3.29, -0.26, 28.54,1240.8673,  23.1258
 1617.10, -1.78, -3.29, -0.30, 28.64,1241.8073,  23.1148
 1617.20, -1.87, -3.15, -0.49, 28.68,1240.6110,  23.1283
 1617.30, -1.85, -3.20, -0.34, 28.67,1229.8440,  23.1734
 1617.40, -1.83, -3.35, -0.01, 28.57,1230.2714,  23.1466
 1617.50, -1.79, -3.24, -0.33, 28.38,1229.9294,  23.1417
 1617.60, -1.73, -3.15, -0.24, 28.49,1229.7585,  23.1527
 1617.70, -1.59, -2.96, -0.18, 28.57,1229.5022,  23.1478
 1617.80, -1.60, -2.93, -0.10, 28.50,1229.5022,  23.1600
 1617.90, -1.85, -3.22, -0.18, 28.79,1229.7585,  23.1649
 1618.00, -1.78, -3.07, -0.29, 28.71,1230.0149,  23.1600
 1618.10, -2.16, -3.03,  0.04, 28.70,1229.7585,  23.1612
 1618.20, -2.06, -3.08,  0.06, 28.79,1230.0149,  23.1698
 1618.30, -1.93, -3.04,  0.19, 28.78,1229.9294,  23.1441
 1618.40, -2.08, -3.06, -0.03, 28.85,1230.6986,  23.1466
 1618.50, -1.70, -3.37,  0.06, 28.93,1230.6986,  23.1405
 1618.60, -1.79, -3.37, -0.29, 28.97,1230.1005,  23.1307
 1618.70, -1.71, -3.12,  0.01, 29.04,1230.6986,  23.1283
 1618.80, -1.68, -3.38,  0.13, 29.03,1230.1859,  23.1173
 1618.90, -1.68, -3.22, -0.03, 29.02,1231.0404,  23.1075
 1619.00, -1.79, -3.24,  0.08, 28.99,1230.7841,  23.1026
 1619.10, -1.72, -3.33, -0.11, 28.86,1231.0404,  23.1148
 1619.20, -1.55, -3.13, -0.02, 28.88,1230.5277,  23.1209
 1619.30, -1.97, -3.17,  0.05, 28.90,1230.6986,  23.1161
 1619.40, -2.11, -2.73,  0.04, 28.92,1230.3568,  23.1173
 1619.50, -2.26, -2.86, -0.64, 28.79,1230.4423,  23.1173
 1619.60, -2.60, -3.25, -0.65, 28.83,1230.4423,  23.1173
 1619.70, -2.51, -3.66, -0.05, 28.76,1230.6132,  23.1258
 1619.80, -2.40, -2.88,  0.09, 28.74,1230.4423,  23.1393
 1619.90, -2.24, -3.01, -0.20, 28.49,1230.9550,  23.1466
 1620.00, -2.30, -2.96, -0.18, 28.65,1230.1005,  23.1539
 1620.10, -2.15, -2.86, -0.14, 28.60,1230.3568,  23.1319
 1620.20, -2.12, -3.00, -0.31, 28.70,1229.9294,  23.1405
 1620.30, -2.53, -2.99, -0.35, 28.83,1230.6132,  23.1380
 1620.40, -2.51, -2.95, -0.12, 28.72,1229.9294,  23.1454
 1620.50, -2.74, -3.08, -0.18, 28.72,1230.1005,  23.1429
 1620.60, -2.66, -2.98,  0.46, 28.92,1236.4238,  23.1319
 1620.70, -2.69, -2.78,  0.40, 29.02,1237.6201,  23.1270
 1620.80, -2.79, -3.05, -0.08, 29.11,1239.4147,  23.1234
 1620.90, -3.62, -3.43, -0.20, 29.02,1241.2091,  23.1112
 1621.00, -3.48, -3.85, -0.05, 29.07,1241.2946,  23.1014
 1621.10, -2.98, -3.87, -0.18, 28.90,1253.5996,  23.0489
 1621.20, -3.15, -3.63, -0.18, 29.07,1237.2783,  23.0868
 1621.30, -2.84, -3.73, -0.74, 29.00,1233.2621,  23.0916
 1621.40, -3.01, -3.31, -0.32, 29.03,1232.1512,  23.0929
 1621.50, -2.91, -3.14, -0.44, 28.96,1232.0658,  23.0965
 1621.60, -3.29, -3.35, -0.18, 29.02,1232.1512,  23.0941
 1621.70, -2.78, -3.23, -0.06, 29.06,1232.4076,  23.1063
 1621.80, -2.90, -3.24, -0.20, 29.06,1232.4930,  23.1124
 1621.90, -3.23, -3.19,  0.03, 28.97,1232.1512,  23.1087
 1622.00, -2.65, -3.05,  0.00, 29.04,1234.1167,  23.0904
 1622.10, -2.46, -2.99,  0.11, 29.03,1234.2021,  23.0843
 1622.20, -2.36, -2.84,  0.24, 28.90,1237.7910,  23.0904
 1622.30, -2.29, -2.76,  0.17, 28.81,1241.3800,  23.0843
 1622.40, -2.49, -2.69,  0.20, 28.83,1248.8143,  23.0660
 1622.50, -2.61, -2.83,  0.07, 29.36,1250.8652,  23.0501
 1622.60, -2.49, -3.04, -0.01, 29.33,1249.4979,  23.0514
 1622.70, -2.20, -2.77, -0.20, 29.31,1234.6294,  23.1161
 1622.80, -2.07, -2.56, -0.32, 29.33,1241.4655,  23.0880
 1622.90, -2.81, -2.05, -0.33, 29.17,1258.2996,  23.0147
 1623.00, -2.60, -2.28, -0.18, 29.31,1254.1124,  23.0330
 1623.10, -2.25, -2.47, -0.66, 29.33,1260.0085,  23.0111
 1623.20, -2.15, -1.99, -0.60, 29.45,1243.6018,  23.0648
 1623.30, -1.64, -1.98, -0.14, 29.33,1238.2184,  23.0880
 1623.40, -1.93, -1.91, -0.08, 29.36,1234.7148,  23.0929
 1623.50, -1.72, -1.83, -0.03, 29.38,1234.2876,  23.0916
 1623.60, -1.31, -1.75,  0.37, 29.38,1268.5537,  22.9806
 1623.70, -1.61, -2.47,  0.27, 29.38,1267.1011,  22.9793
 1623.80, -1.73, -2.98, -0.04, 29.31,1249.4979,  23.0453
 1623.90, -2.22, -3.27,  0.19, 29.43,1254.8815,  23.0257
 1624.00, -2.61, -2.92,  0.20, 29.35,1247.0199,  23.0514
 1624.10, -2.74, -3.40, -0.09, 29.20,1247.1053,  23.0526
 1624.20, -2.60, -3.22, -0.31, 29.10,1258.2996,  23.0208
 1624.30, -2.64, -3.31, -0.50, 29.11,1265.5629,  23.0001
 1624.40, -2.96, -2.90, -0.22, 29.24,1266.4175,  23.0025
 1624.50, -2.65, -2.50, -0.19, 29.36,1292.9929,  22.9195
 1624.60, -2.62, -3.14, -0.11, 29.56,1247.1908,  23.0819
 1624.70, -2.23, -3.35,  0.12, 29.40,1262.9139,  23.0233
 1624.80, -2.66, -2.93,  0.26, 29.17,1257.5304,  23.0343
 1624.90, -2.57, -2.80,  0.28, 28.79,1262.2303,  23.0135
 1625.00, -2.56, -3.06, -0.10, 28.92,1275.8171,  22.9659
 1625.10, -2.79, -3.11,  0.01, 28.47,1278.5516,  22.9696
 1625.20, -2.81, -3.13, -0.08, 28.36,1270.2628,  23.0208
 1625.30, -2.97, -3.28, -0.10, 28.36,1241.6364,  23.1356
 1625.40, -2.85, -3.27, -0.17, 28.49,1246.2509,  23.1087
 1625.50, -2.79, -3.53, -0.10, 28.65,1256.9323,  23.0758
 1625.60, -1.97, -2.91, -0.04, 28.76,1248.6434,  23.1136
 1625.70, -2.74, -2.76, -0.16, 29.35,1234.0311,  23.1612
 1625.80, -2.54, -2.61, -0.22, 28.89,1294.7020,  22.9378
 1625.90, -2.87, -2.75,  0.49, 29.47,1288.5494,  22.9635
 1626.00, -2.80, -2.99,  0.39, 28.46,1247.1053,  23.1136
 1626.10, -3.16, -3.06,  0.42, 28.71,1299.4873,  22.9281
 1626.20, -2.88, -3.23,  0.21, 28.38,1318.6285,  22.8536
 1626.30, -2.83, -3.16,  0.18, 28.39,1297.6927,  22.9281
 1626.40, -2.80, -3.23,  0.33, 28.40,1261.6321,  23.0623
 1626.50, -3.08, -3.17, -0.11, 28.57,1259.4958,  23.0648
 1626.60, -3.01, -3.26, -0.32, 28.86,1257.7013,  23.0697
 1626.70, -3.45, -2.99, -0.35, 28.51,1244.4563,  23.1087
 1626.80, -3.00, -2.99, -0.23, 28.53,1229.5022,  23.1710
 1626.90, -3.03, -2.94, -0.23, 28.53,1232.1512,  23.1478
 1627.00, -2.74, -2.77,  0.37, 28.57,1231.3822,  23.1771
 1627.10, -2.72, -2.85, -0.03, 28.54,1231.8094,  23.1869
 1627.20, -2.76, -2.71,  0.12, 28.74,1231.1259,  23.1820
 1627.30, -3.01, -2.53,  0.19, 28.57,1230.6986,  23.1686
 1627.40, -2.86, -2.59, -0.21, 28.39,1231.0404,  23.1563
 1627.50, -2.91, -2.65, -0.05, 28.25,1230.8695,  23.1515
 1627.60, -3.08, -2.65, -0.02, 28.26,1231.2968,  23.1686
 1627.70, -2.95, -2.52, -0.09, 28.32,1231.4677,  23.1576
 1627.80, -3.10, -2.48, -0.08, 28.31,1230.7841,  23.1905
 1627.90, -3.09, -2.43, -0.22, 28.26,1228.9895,  23.1917
 1628.00, -2.92, -2.59, -0.35, 28.11,1230.0149,  23.1954
 1628.10, -2.75, -2.55, -0.41, 28.24,1230.1005,  23.1966
 1628.20, -2.89, -2.45, -0.32, 28.20,1229.8440,  23.1966
 1628.30, -2.92, -2.31, -0.17, 28.25,1228.4768,  23.2064
 1628.40, -2.65, -2.09,  0.20, 28.47,1229.4167,  23.2113
 1628.50, -2.95, -2.07,  0.00, 29.18,1228.5623,  23.2064
 1628.60, -2.87, -2.03,  0.13, 28.31,1228.6477,  23.2064
 1628.70, -2.80, -2.07,  0.08, 28.29,1229.9294,  23.1991
 1628.80, -2.95, -2.15, -0.07, 28.22,1233.6893,  23.1747
 1628.90, -2.90, -2.14,  0.07, 28.26,1231.2968,  23.1844
 1629.00, -2.80, -2.07,  0.08, 28.21,1230.5277,  23.1930
 1629.10, -2.72, -2.31,  0.13, 28.15,1229.5876,  23.1991
 1629.20, -2.84, -2.24,  0.13, 28.35,1230.1005,  23.2040
 1629.30, -2.82, -2.48, -0.01, 28.18,1229.5876,  23.2015
 1629.40, -2.59, -2.46,  0.32, 28.65,1229.4167,  23.2162
 1629.50, -3.04, -2.46,  0.08, 28.57,1229.3313,  23.2052
 1629.60, -2.85, -2.76, -0.09, 28.74,1230.1005,  23.1856
 1629.70, -3.01, -2.77, -0.08, 28.78,1229.2458,  23.1588
 1629.80, -3.03, -2.79, -0.03, 28.96,1228.1350,  23.1698
 1629.90, -2.93, -2.94, -0.24, 28.29,1228.8186,  23.1576
 1630.00, -2.95, -2.63, -0.16, 28.56,1228.6477,  23.1405
 1630.10, -2.65, -2.70,  0.04, 29.08,1229.2458,  23.1441
 1630.20, -2.90, -2.71, -0.01, 29.18,1231.3822,  23.1441
 1630.30, -2.86, -2.75,  0.15, 29.72,1228.3059,  23.1881
 1630.40, -2.75, -2.82,  0.49, 29.29,1233.0912,  23.1258
 1630.50, -2.50, -2.50,  0.59, 29.28,1240.1837,  23.0843
 1630.60, -2.77, -2.48,  0.35, 28.95,1244.1145,  23.0501
 1630.70, -2.67, -2.42,  0.39, 28.83,1247.8744,  23.0514
 1630.80, -2.70, -2.51,  0.34, 28.97,1241.9781,  23.0941
 1630.90, -2.71, -2.59,  0.08, 28.85,1239.8419,  23.1026
 1631.00, -2.77, -2.73,  0.06, 29.18,1238.3038,  23.1148
 1631.10, -2.81, -2.55, -0.01, 29.06,1241.5509,  23.0733
 1631.20, -2.88, -2.82,  0.12, 28.71,1240.7819,  23.0831
 1631.30, -2.90, -2.67, -0.33, 28.58,1229.2458,  23.1270
 1631.40, -3.29, -2.81, -0.29, 29.59,1233.0912,  23.0941
 1631.50, -2.67, -2.69,  0.48, 29.54,1240.4401,  23.0843
 1631.60, -3.33, -2.62,  0.25, 29.02,1228.1350,  23.1771
 1631.70, -2.64, -2.61, -0.34, 28.57,1251.1216,  23.0672
 1631.80, -2.67, -2.59,  0.16, 29.13,1310.8524,  22.8634
 1631.90, -2.33, -2.48,  0.19, 29.15,1240.3546,  23.1246
 1632.00, -2.34, -2.55, -0.11, 28.75,1234.0311,  23.1417
 1632.10, -2.39, -2.56, -0.02, 28.58,1320.1666,  22.8280
 1632.20, -2.52, -2.68, -0.06, 28.64,1247.2762,  23.0636
 1632.30, -2.53, -2.75, -0.24, 28.95,1231.2968,  23.1454
 1632.40, -2.65, -2.56, -0.29, 28.60,1229.0750,  23.1539
 1632.50, -2.48, -2.45, -0.12, 29.24,1228.9895,  23.1454
 1632.60, -2.30, -2.73, -0.05, 29.63,1230.3568,  23.1478
 1632.70, -2.37, -2.55, -0.07, 29.81,1231.3822,  23.1356
 1632.80, -2.86, -2.25,  0.21, 29.85,1230.4423,  23.1673
 1632.90, -2.66, -2.04,  0.12, 29.95,1238.2184,  23.0782
 1633.00, -2.50, -2.01,  0.12, 29.81,1254.2833,  23.0123
 1633.10, -2.74, -2.10,  0.32, 29.86,1275.0481,  22.9476
 1633.20, -2.14, -2.17,  0.49, 30.00,1278.2098,  22.9366
 1633.30, -1.88, -1.85,  0.52, 30.07,1272.3136,  22.9537
 1633.40, -2.04, -2.24,  0.58, 29.75,1287.2677,  22.9061
 1633.50, -2.02, -2.28,  0.24, 29.78,1320.1666,  22.8011
 1633.60, -2.36, -1.92,  0.41, 30.16,1326.3192,  22.7767
 1633.70, -2.17, -1.82,  0.23, 29.95,1313.8431,  22.8243
 1633.80, -1.98, -1.64,  0.38, 30.14,1284.0205,  22.9403
 1633.90, -2.32, -1.96,  0.49, 29.68,1329.3099,  22.7730
 1634.00, -2.92, -1.92, -0.18, 29.54,1326.3192,  22.7804
 1634.10, -2.49, -1.87, -0.21, 29.39,1292.5657,  22.9037
 1634.20, -2.59, -2.05, -0.01, 29.68,1274.6208,  22.9781
 1634.30, -2.68, -1.98,  0.16, 29.57,1251.9761,  23.0599
 1634.40, -2.35, -1.85,  0.27, 29.66,1245.9944,  23.0672
 1634.50, -2.61, -1.72, -0.28, 28.78,1255.7360,  23.0233
 1634.60, -1.98, -2.10,  0.53, 29.54,1303.1617,  22.8646
 1634.70, -2.28, -1.76,  0.31, 29.98,1351.6129,  22.7047
 1634.80, -1.85, -2.02,  0.33, 29.78,1282.3970,  22.9561
 1634.90, -2.40, -2.11,  0.31, 29.81,1262.4012,  23.0294
 1635.00, -2.26, -2.26,  0.39, 29.64,1296.5819,  22.8805
 1635.10, -2.39, -2.23,  0.33, 29.07,1319.9103,  22.8023
 1635.20, -2.26, -2.09,  0.43, 28.61,1324.5247,  22.7913
 1635.30, -2.45, -1.84,  0.27, 28.46,1360.5853,  22.6754
 1635.40, -2.57, -1.85,  0.01, 28.45,1337.5988,  22.7511
 1635.50, -2.34, -1.81, -0.09, 28.29,1343.9222,  22.7437
 1635.60, -2.41, -1.98, -0.17, 28.21,1259.3250,  23.0685
 1635.70, -2.40, -2.11, -0.23, 28.11,1237.7056,  23.1380
 1635.80, -2.41, -2.36,  0.04, 28.15,1230.1859,  23.1734
 1635.90, -2.53, -2.37, -0.04, 28.38,1229.1604,  23.1869
 1636.00, -2.57, -2.34, -0.27, 28.25,1228.9041,  23.2040
 1636.10, -2.48, -2.15, -0.25, 28.21,1228.0496,  23.2088
 1636.20, -2.53, -2.13, -0.15, 29.08,1231.4677,  23.1844
 1636.30, -2.83, -2.04, -0.23, 28.54,1232.9203,  23.1905
 1636.40, -2.25, -2.02, -0.30, 28.92,1238.3038,  23.1661
 1636.50, -2.47, -1.93, -0.15, 28.13,1239.2438,  23.1661
 1636.60, -2.22, -1.80, -0.07, 28.11,1275.6462,  23.0013
 1636.70, -2.35, -1.73,  0.08, 28.38,1272.3990,  23.0257
 1636.80, -2.39, -1.82,  0.01, 28.20,1229.2458,  23.2149
 1636.90, -2.50, -2.05,  0.07, 29.04,1230.4423,  23.2101
 1637.00, -2.59, -2.08,  0.24, 28.45,1234.4585,  23.1747
 1637.10, -2.61, -2.32, -0.07, 28.68,1230.1859,  23.1954
 1637.20, -2.64, -2.43, -0.04, 28.47,1265.5629,  23.0514
 1637.30, -2.43, -2.47, -0.05, 28.28,1268.0410,  23.0318
 1637.40, -2.35, -2.09, -0.01, 28.17,1250.6943,  23.1039
 1637.50, -2.35, -2.10, -0.02, 28.18,1297.4364,  22.9232
 1637.60, -2.40, -2.11, -0.07, 28.20,1327.0028,  22.8158
 1637.70, -2.37, -2.21, -0.14, 28.35,1288.1222,  22.9683
 1637.80, -2.56, -2.05, -0.10, 28.57,1230.1005,  23.1991
 1637.90, -2.32, -2.26,  0.06, 28.38,1229.0750,  23.1905
 1638.00, -2.41, -2.08,  0.05, 28.49,1228.3914,  23.2003
 1638.10, -2.29, -2.18, -0.09, 28.45,1228.9041,  23.1905
 1638.20, -2.28, -2.09, -0.03, 28.49,1229.1604,  23.1869
 1638.30, -2.27, -2.12, -0.23, 28.15,1229.7585,  23.1869
 1638.40, -2.46, -2.11, -0.29, 28.29,1229.8440,  23.1869
 1638.50, -2.46, -2.16, -0.19, 28.35,1229.9294,  23.1832
 1638.60, -2.40, -2.12, -0.17, 28.33,1229.1604,  23.1917
 1638.70, -2.20, -2.09, -0.09, 28.70,1228.6477,  23.2198
 1638.80, -2.19, -1.99, -0.18, 28.68,1228.9895,  23.2088
 1638.90, -1.94, -2.03, -0.03, 28.86,1230.1005,  23.1905
 1639.00, -2.21, -1.83, -0.04, 28.61,1230.1859,  23.1966
 1639.10, -2.12, -1.96,  0.17, 28.68,1231.9803,  23.1820
 1639.20, -2.17, -1.57,  0.31, 29.32,1238.1329,  23.1319
 1639.30, -1.89, -1.46,  0.29, 29.27,1240.8673,  23.1246
 1639.40, -2.05, -1.75,  0.26, 29.53,1236.4238,  23.1490
 1639.50, -2.29, -1.78, -0.17, 29.38,1267.6992,  23.0001
 1639.60, -2.03, -1.85,  0.26, 29.32,1265.9901,  22.9940
 1639.70, -1.95, -1.53,  0.16, 29.54,1254.7106,  23.0355
 1639.80, -2.19, -1.49,  0.31, 29.60,1257.4449,  23.0306
 1639.90, -2.06, -1.57,  0.14, 29.77,1254.1124,  23.0367
 1640.00, -1.99, -1.75,  0.31, 29.79,1249.6688,  23.0550
 1640.10, -2.36, -1.99,  0.30, 30.16,1260.1794,  23.0013
 1640.20, -2.44, -2.30, -0.18, 29.96,1277.2698,  22.9378
 1640.30, -2.20, -2.46, -0.35, 29.53,1296.4965,  22.8585
 1640.40, -2.24, -2.34, -0.05, 28.88,1294.7875,  22.8499
 1640.50, -2.69, -2.15, -0.03, 29.31,1278.1244,  22.9085
 1640.60, -2.52, -2.17, -0.43, 29.56,1266.7593,  22.9683
 1640.70, -3.16, -2.08, -0.52, 29.42,1246.5072,  23.0746
 1640.80, -2.59, -1.98, -0.76, 29.36,1246.1654,  23.0831
 1640.90, -2.56, -1.92, -0.92, 29.21,1262.0594,  23.0013
 1641.00, -2.97, -1.60, -0.78, 29.54,1263.3412,  23.0147
 1641.10, -2.83, -1.84, -0.43, 29.11,1262.8285,  23.0172
 1641.20, -2.25, -2.04, -0.07, 28.90,1248.3016,  23.0733
 1641.30, -2.46, -1.98,  0.46, 29.24,1276.6716,  22.9537
 1641.40, -2.43, -2.27, -0.24, 28.97,1255.3087,  23.0465
 1641.50, -2.10, -2.17, -0.24, 28.97,1242.3201,  23.1026
 1641.60, -2.49, -2.24, -0.40, 29.03,1232.5785,  23.1283
 1641.70, -2.71, -2.46, -0.04, 28.72,1236.4238,  23.1185
 1641.80, -2.75, -2.31, -0.46, 28.75,1238.5602,  23.0965
 1641.90, -2.01, -2.50, -0.24, 28.93,1233.0057,  23.1209
 1642.00, -2.06, -2.49, -0.11, 29.04,1232.3221,  23.1331
 1642.10, -2.07, -2.52, -0.36, 28.97,1232.7494,  23.1466
 1642.20, -2.14, -2.42, -0.23, 28.95,1232.7494,  23.1307
 1642.30, -2.77, -2.13,  0.04, 29.50,1235.1421,  23.1112
 1642.40, -2.58, -2.36,  0.00, 29.77,1235.3130,  23.1100
 1642.50, -2.33, -1.65,  0.27, 29.64,1233.6039,  23.1209
 1642.60, -2.40, -1.35,  0.13, 29.66,1237.3638,  23.0990
 1642.70, -2.30, -1.66,  0.40, 29.63,1243.0891,  23.0562
 1642.80, -2.34, -1.80,  0.05, 29.60,1248.8143,  23.0257
 1642.90, -1.85, -2.35,  0.34, 29.06,1258.3850,  22.9793
 1643.00, -1.78, -1.79,  0.72, 29.35,1260.1794,  22.9976
 1643.10, -2.30, -1.16,  0.49, 29.79,1259.3250,  23.0037
 1643.20, -1.66, -1.70, -0.14, 29.71,1244.4563,  23.0782
 1643.30, -1.44, -1.80, -0.04, 29.38,1251.0361,  23.0294
 1643.40, -2.24, -0.93,  0.45, 30.02,1250.7798,  23.0160
 1643.50, -2.92, -1.30,  0.23, 29.92,1264.9647,  22.9696
 1643.60, -2.78, -1.96,  0.02, 29.88,1267.2720,  22.9659
 1643.70, -3.44, -1.87,  0.06, 29.60,1244.9690,  23.0514
 1643.80, -3.00, -2.12,  0.01, 29.10,1297.0946,  22.8719
 1643.90, -2.53, -2.13, -0.07, 29.22,1338.0260,  22.7279
 1644.00, -2.82, -2.40, -0.02, 29.32,1326.5756,  22.7620
 1644.10, -3.03, -2.56, -0.28, 28.72,1308.6306,  22.8341
 1644.20, -2.94, -2.94, -0.11, 29.36,1277.6970,  22.9452
 1644.30, -2.92, -2.71, -0.10, 29.04,1262.9994,  23.0074
 1644.40, -2.86, -2.62, -0.07, 29.17,1242.5764,  23.0782
 1644.50, -2.67, -2.60,  0.20, 29.18,1254.1124,  23.0306
 1644.60, -2.61, -2.68,  0.08, 29.15,1236.2529,  23.0965
 1644.70, -2.55, -2.72,  0.16, 29.11,1235.2275,  23.1026
 1644.80, -2.62, -2.55, -0.12, 29.04,1233.1766,  23.1087
 1644.90, -2.70, -2.56, -0.45, 28.93,1233.3475,  23.1124
 1645.00, -2.53, -2.57,  0.12, 29.25,1246.1654,  23.0489
 1645.10, -2.51, -2.44, -0.05, 29.38,1237.4492,  23.0782
 1645.20, -2.83, -2.64, -0.23, 28.74,1235.3984,  23.0892
 1645.30, -2.39, -2.60, -0.07, 28.53,1237.1929,  23.0819
 1645.40, -2.38, -2.59, -0.17, 28.70,1240.4401,  23.0746
 1645.50, -2.39, -2.61, -0.40, 28.99,1237.8765,  23.0904
 1645.60, -2.00, -2.60, -0.34, 29.31,1240.8673,  23.0892
 1645.70, -2.00, -2.67, -0.11, 29.35,1253.8560,  23.0282
 1645.80, -2.01, -2.72, -0.19, 29.88,1250.7798,  23.0489
 1645.90, -2.21, -2.80, -0.04, 29.92,1251.2925,  23.0440
 1646.00, -1.84, -2.78, -0.07, 30.16,1257.3595,  23.0172
 1646.10, -1.99, -2.90, -0.05, 29.96,1274.7063,  22.9403
 1646.20, -2.02, -2.96, -0.43, 29.04,1274.7063,  22.9439
 1646.30, -1.87, -2.80, -0.32, 29.11,1290.5149,  22.8780
 1646.40, -1.87, -2.74,  0.06, 29.63,1321.7902,  22.7657
 1646.50, -1.72, -2.94, -0.13, 29.52,1354.0911,  22.6436
 1646.60, -1.78, -3.01, -0.28, 29.47,1330.4209,  22.7511
 1646.70, -1.60, -2.80,  0.02, 29.29,1369.1305,  22.6107
 1646.80, -1.67, -2.51,  0.33, 29.93,1315.0396,  22.8121
 1646.90, -1.67, -2.65,  0.15, 29.88,1307.0071,  22.8328
 1647.00, -2.52, -2.94, -0.06, 29.00,1329.7372,  22.7450
 1647.10, -2.68, -2.90, -0.22, 28.97,1342.2133,  22.6973
 1647.20, -2.38, -2.91, -0.02, 29.07,1324.8665,  22.7620
 1647.30, -2.20, -3.09,  0.48, 29.71,1301.5381,  22.8646
 1647.40, -2.05, -2.98,  0.02, 28.68,1278.3807,  22.9525
 1647.50, -1.90, -2.93,  0.12, 28.71,1306.3235,  22.8365
 1647.60, -1.67, -2.93, -0.10, 28.70,1305.6398,  22.8402
 1647.70, -1.78, -3.01,  0.13, 28.71,1248.1307,  23.0831
 1647.80, -2.00, -2.73,  0.01, 28.70,1235.9966,  23.1246
 1647.90, -2.34, -2.54, -0.05, 28.64,1234.5439,  23.1283
 1648.00, -2.33, -2.36, -0.10, 29.03,1234.2021,  23.1197
 1648.10, -2.76, -2.45, -0.06, 28.96,1233.4330,  23.1258
 1648.20, -2.93, -2.35, -0.10, 29.02,1233.0057,  23.1331
 1648.30, -2.38, -2.19, -0.17, 28.99,1232.4930,  23.1124
 1648.40, -2.23, -2.43, -0.25, 29.06,1233.0057,  23.1136
 1648.50, -2.12, -2.25, -0.14, 28.99,1232.8348,  23.1112
 1648.60, -1.93, -2.30,  0.10, 28.97,1232.7494,  23.1136
 1648.70, -1.88, -2.65,  0.10, 28.97,1232.6639,  23.1161
 1648.80, -2.30, -2.60,  0.27, 28.99,1232.6639,  23.1161
 1648.90, -2.29, -2.75, -0.01, 28.86,1231.5531,  23.1075
 1649.00, -2.20, -2.57, -0.09, 29.22,1236.5947,  23.0990
 1649.10, -2.57, -2.47,  0.10, 29.42,1243.6018,  23.0746
 1649.20, -2.20, -2.70, -0.21, 29.13,1236.8511,  23.1063
 1649.30, -2.17, -2.42, -0.36, 29.35,1238.3038,  23.0941
 1649.40, -2.31, -2.29,  0.06, 29.45,1240.5255,  23.0672
 1649.50, -2.53, -2.17, -0.20, 29.88,1237.6201,  23.0916
 1649.60, -2.25, -2.09,  0.03, 29.24,1243.3455,  23.0831
 1649.70, -2.43, -2.13, -0.19, 29.67,1245.0544,  23.0733
 1649.80, -2.59, -1.86, -0.01, 29.56,1259.7522,  23.0111
 1649.90, -2.70, -2.05, -0.17, 30.00,1259.3250,  23.0099
 1650.00, -2.56, -2.01, -0.35, 30.07,1254.4542,  23.0221
 1650.10, -2.77, -1.73, -0.29, 29.49,1267.6992,  22.9476
 1650.20, -2.65, -2.00, -0.56, 29.20,1278.6371,  22.9232
 1650.30, -2.36, -1.99, -0.58, 29.71,1268.6392,  22.9342
 1650.40, -2.28, -2.03, -0.38, 29.45,1263.3412,  22.9452
